;day;hour;grid_price;local_price;market_pressure;microgrid_demand;microgrid_supply;energy_delta;battery_state
146;07-01-2024;2;0.1963;0.19564663819999997;;2.7023744936212317;0.0;-2.7023744936212317;0.0
147;07-01-2024;3;0.1963;0.19564663819999997;;2.6844525783468547;0.0;-2.6844525783468547;0.0
148;07-01-2024;4;0.1963;0.19564663819999997;;2.7767427995232765;0.0;-2.7767427995232765;0.0
149;07-01-2024;5;0.1963;0.19564663819999997;;2.7578530505459935;0.0;-2.7578530505459935;0.0
150;07-01-2024;6;0.1963;0.19564663819999997;;15.696900162171577;0.0;-15.696900162171577;0.0
151;07-01-2024;7;0.1963;0.19564663819999997;;16.415133956192673;0.0;-16.415133956192673;0.0
152;07-01-2024;8;0.1963;0.19564663819999997;;16.543726352035744;0.0;-16.543726352035744;0.0
153;07-01-2024;9;0.1963;0.19564663819999997;;15.163549991287379;0.0;-15.163549991287379;0.0
154;07-01-2024;10;0.1963;0.19564663819999997;;17.590799019277277;0.0;-17.590799019277277;0.0
155;07-01-2024;11;0.1963;0.19564663819999997;;12.671627323119678;0.0;-12.671627323119678;0.0
156;07-01-2024;12;0.1963;0.19564663819999997;;9.458780784962753;0.0;-9.458780784962753;0.0
157;07-01-2024;13;0.1963;0.19564663819999997;;9.46876731314037;0.0;-9.46876731314037;0.0
158;07-01-2024;14;0.1963;0.19564663819999997;;15.974453022676947;0.0;-15.974453022676947;0.0
159;07-01-2024;15;0.1963;0.19564663819999997;;15.520870564804197;0.0;-15.520870564804197;0.0
160;07-01-2024;16;0.1963;0.19564663819999997;;18.358741630722324;0.0;-18.358741630722324;0.0
161;07-01-2024;17;0.1963;0.19564663819999997;;20.38406997779545;0.0;-20.38406997779545;0.0
162;07-01-2024;18;0.1963;0.19564663819999997;;18.887083559568158;0.0;-18.887083559568158;0.0
163;07-01-2024;19;0.1963;0.19564663819999997;;19.182514107553622;0.0;-19.182514107553622;0.0
164;07-01-2024;20;0.1963;0.19564663819999997;;18.861875001408443;0.0;-18.861875001408443;0.0
165;07-01-2024;21;0.1963;0.19564663819999997;;20.43931685996853;0.0;-20.43931685996853;0.0
166;07-01-2024;22;0.1963;0.19564663819999997;;19.014301185049955;0.0;-19.014301185049955;0.0
167;07-01-2024;23;0.1963;0.19564663819999997;;19.125218988156938;0.0;-19.125218988156938;0.0
168;08-01-2024;0;0.1962;0.19581264673999996;;2.7692098910993486;0.0;-2.7692098910993486;0.0
169;08-01-2024;1;0.1962;0.19581264673999996;;2.714453685878048;0.0;-2.714453685878048;0.0
170;08-01-2024;2;0.1962;0.19581264673999996;;2.717452430646491;0.0;-2.717452430646491;0.0
171;08-01-2024;3;0.1962;0.19581264673999996;;2.7113399897909676;0.0;-2.7113399897909676;0.0
172;08-01-2024;4;0.1962;0.19581264673999996;;2.704783294583204;0.0;-2.704783294583204;0.0
173;08-01-2024;5;0.1962;0.19581264673999996;;2.6782490704511224;0.0;-2.6782490704511224;0.0
174;08-01-2024;6;0.1962;0.19581264673999996;;16.546480091256694;0.0;-16.546480091256694;0.0
175;08-01-2024;7;0.1962;0.19581264673999996;;17.174090891459088;0.0;-17.174090891459088;0.0
176;08-01-2024;8;0.1962;0.19581264673999996;;15.575570010190798;0.0;-15.575570010190798;0.0
177;08-01-2024;9;0.1962;0.19581264673999996;;15.473919866297102;0.0;-15.473919866297102;0.0
178;08-01-2024;10;0.1962;0.19581264673999996;;12.334949951514476;0.0;-12.334949951514476;0.0
179;08-01-2024;11;0.1962;0.19581264673999996;;12.170650232356119;0.0;-12.170650232356119;0.0
180;08-01-2024;12;0.1962;0.19581264673999996;;10.453715157803787;0.0;-10.453715157803787;0.0
181;08-01-2024;13;0.1962;0.19581264673999996;;10.075399793847687;0.0;-10.075399793847687;0.0
182;08-01-2024;14;0.1962;0.19581264673999996;;16.18577491699069;0.0;-16.18577491699069;0.0
183;08-01-2024;15;0.1962;0.19581264673999996;;15.145717900083536;0.0;-15.145717900083536;0.0
184;08-01-2024;16;0.1962;0.19581264673999996;;18.10155950956956;0.0;-18.10155950956956;0.0
185;08-01-2024;17;0.1962;0.19581264673999996;;16.292184847782675;0.0;-16.292184847782675;0.0
186;08-01-2024;18;0.1962;0.19581264673999996;;19.100044495417308;0.0;-19.100044495417308;0.0
187;08-01-2024;19;0.1962;0.19581264673999996;;19.26615223482869;0.0;-19.26615223482869;0.0
188;08-01-2024;20;0.1962;0.19581264673999996;;18.939141200007093;0.0;-18.939141200007093;0.0
189;08-01-2024;21;0.1962;0.19581264673999996;;19.412936148719876;0.0;-19.412936148719876;0.0
190;08-01-2024;22;0.1962;0.19581264673999996;;19.24666309055587;0.0;-19.24666309055587;0.0
191;08-01-2024;23;0.1962;0.19581264673999996;;19.302483531287507;0.0;-19.302483531287507;0.0
192;09-01-2024;0;0.1951;0.1951;;2.717291276840561;0.0;-2.717291276840561;0.0
193;09-01-2024;1;0.1951;0.1951;;2.7446833271834055;0.0;-2.7446833271834055;0.0
194;09-01-2024;2;0.1951;0.1951;;2.7007822901893666;0.0;-2.7007822901893666;0.0
195;09-01-2024;3;0.1951;0.1951;;2.752377645009016;0.0;-2.752377645009016;0.0
196;09-01-2024;4;0.1951;0.1951;;2.6873590718930194;0.0;-2.6873590718930194;0.0
197;09-01-2024;5;0.1951;0.1951;;2.798650808601807;0.0;-2.798650808601807;0.0
198;09-01-2024;6;0.1951;0.1951;;16.172773246434698;0.0;-16.172773246434698;0.0
199;09-01-2024;7;0.1951;0.1951;;16.259943959795926;0.0;-16.259943959795926;0.0
200;09-01-2024;8;0.1951;0.1951;;16.85744324100678;0.0;-16.85744324100678;0.0
201;09-01-2024;9;0.1951;0.1951;;9.673649557814795;0.0;-9.673649557814795;0.0
202;09-01-2024;10;0.1951;0.1951;;6.114278124039357;0.0;-6.114278124039357;0.0
203;09-01-2024;11;0.1951;0.1951;;3.870887745138985;0.0;-3.870887745138985;0.0
204;09-01-2024;12;0.1951;0.1951;;8.19963467530018;0.0;-8.19963467530018;0.0
205;09-01-2024;13;0.1951;0.1951;;8.702220457658957;0.0;-8.702220457658957;0.0
206;09-01-2024;14;0.1951;0.1951;;9.379114962076507;0.0;-9.379114962076507;0.0
207;09-01-2024;15;0.1951;0.1951;;14.07550720232694;0.0;-14.07550720232694;0.0
208;09-01-2024;16;0.1951;0.1951;;16.149992689432953;0.0;-16.149992689432953;0.0
209;09-01-2024;17;0.1951;0.1951;;16.954211864219847;0.0;-16.954211864219847;0.0
210;09-01-2024;18;0.1951;0.1951;;20.88272674704382;0.0;-20.88272674704382;0.0
211;09-01-2024;19;0.1951;0.1951;;19.290617728357656;0.0;-19.290617728357656;0.0
212;09-01-2024;20;0.1951;0.1951;;18.833301390823134;0.0;-18.833301390823134;0.0
213;09-01-2024;21;0.1951;0.1951;;18.40228743498996;0.0;-18.40228743498996;0.0
214;09-01-2024;22;0.1951;0.1951;;21.914634333125484;0.0;-21.914634333125484;0.0
215;09-01-2024;23;0.1951;0.1951;;18.938026251099377;0.0;-18.938026251099377;0.0
216;10-01-2024;0;0.195;0.195;;2.673245377496177;0.0;-2.673245377496177;0.0
217;10-01-2024;1;0.195;0.195;;2.7966436577671887;0.0;-2.7966436577671887;0.0
218;10-01-2024;2;0.195;0.195;;2.598724869745449;0.0;-2.598724869745449;0.0
219;10-01-2024;3;0.195;0.195;;2.765213522328877;0.0;-2.765213522328877;0.0
220;10-01-2024;4;0.195;0.195;;2.7926156239216957;0.0;-2.7926156239216957;0.0
221;10-01-2024;5;0.195;0.195;;2.720707051807756;0.0;-2.720707051807756;0.0
222;10-01-2024;6;0.195;0.195;;16.259105134345113;0.0;-16.259105134345113;0.0
223;10-01-2024;7;0.195;0.195;;16.039679689732505;0.0;-16.039679689732505;0.0
224;10-01-2024;8;0.195;0.195;;14.787740856531933;0.0;-14.787740856531933;0.0
225;10-01-2024;9;0.195;0.195;;10.006574354377662;0.0;-10.006574354377662;0.0
226;10-01-2024;10;0.195;0.195;;8.84449663370042;0.0;-8.84449663370042;0.0
227;10-01-2024;11;0.195;0.195;;3.764777556723188;0.0;-3.764777556723188;0.0
228;10-01-2024;12;0.195;0.195;;4.204334842155309;0.0;-4.204334842155309;0.0
229;10-01-2024;13;0.195;0.195;;10.92283889071552;0.0;-10.92283889071552;0.0
230;10-01-2024;14;0.195;0.195;;15.560908757090376;0.0;-15.560908757090376;0.0
231;10-01-2024;15;0.195;0.195;;17.08863593285034;0.0;-17.08863593285034;0.0
232;10-01-2024;16;0.195;0.195;;15.956003673305794;0.0;-15.956003673305794;0.0
233;10-01-2024;17;0.195;0.195;;18.62805255012411;0.0;-18.62805255012411;0.0
234;10-01-2024;18;0.195;0.195;;21.38000129859623;0.0;-21.38000129859623;0.0
235;10-01-2024;19;0.195;0.195;;21.098534404884184;0.0;-21.098534404884184;0.0
236;10-01-2024;20;0.195;0.195;;18.801941828985495;0.0;-18.801941828985495;0.0
237;10-01-2024;21;0.195;0.195;;23.309004597315703;0.0;-23.309004597315703;0.0
238;10-01-2024;22;0.195;0.195;;19.52245252067864;0.0;-19.52245252067864;0.0
239;10-01-2024;23;0.195;0.195;;19.184536129863144;0.0;-19.184536129863144;0.0
240;11-01-2024;0;0.1956;0.19517999999999996;;2.703293553810317;0.0;-2.703293553810317;0.0
241;11-01-2024;1;0.1956;0.19517999999999996;;2.7722837420053605;0.0;-2.7722837420053605;0.0
242;11-01-2024;2;0.1956;0.19517999999999996;;2.6951478776041475;0.0;-2.6951478776041475;0.0
243;11-01-2024;3;0.1956;0.19517999999999996;;2.735036823976188;0.0;-2.735036823976188;0.0
244;11-01-2024;4;0.1956;0.19517999999999996;;2.7032783089122017;0.0;-2.7032783089122017;0.0
245;11-01-2024;5;0.1956;0.19517999999999996;;2.8675563665811055;0.0;-2.8675563665811055;0.0
246;11-01-2024;6;0.1956;0.19517999999999996;;16.373551279810034;0.0;-16.373551279810034;0.0
247;11-01-2024;7;0.1956;0.19517999999999996;;16.15048796921989;0.0;-16.15048796921989;0.0
248;11-01-2024;8;0.1956;0.19517999999999996;;13.52550397889727;0.0;-13.52550397889727;0.0
249;11-01-2024;9;0.1956;0.19517999999999996;;6.737402262960409;0.0;-6.737402262960409;0.0
250;11-01-2024;10;0.1956;0.19517999999999996;;12.769041773096836;0.0;-12.769041773096836;0.0
251;11-01-2024;11;0.1956;0.19517999999999996;;15.426210924196528;0.0;-15.426210924196528;0.0
252;11-01-2024;12;0.1956;0.19517999999999996;;11.868094913422405;0.0;-11.868094913422405;0.0
253;11-01-2024;13;0.1956;0.19517999999999996;;12.454082711556385;0.0;-12.454082711556385;0.0
254;11-01-2024;14;0.1956;0.19517999999999996;;16.62991547504396;0.0;-16.62991547504396;0.0
255;11-01-2024;15;0.1956;0.19517999999999996;;16.045906121764258;0.0;-16.045906121764258;0.0
256;11-01-2024;16;0.1956;0.19517999999999996;;16.459236644356444;0.0;-16.459236644356444;0.0
257;11-01-2024;17;0.1956;0.19517999999999996;;18.598377918687305;0.0;-18.598377918687305;0.0
258;11-01-2024;18;0.1956;0.19517999999999996;;19.019145833433548;0.0;-19.019145833433548;0.0
259;11-01-2024;19;0.1956;0.19517999999999996;;18.795495459598364;0.0;-18.795495459598364;0.0
260;11-01-2024;20;0.1956;0.19517999999999996;;26.37890299930499;0.0;-26.37890299930499;0.0
261;11-01-2024;21;0.1956;0.19517999999999996;;18.809878090290635;0.0;-18.809878090290635;0.0
262;11-01-2024;22;0.1956;0.19517999999999996;;18.155008433894597;0.0;-18.155008433894597;0.0
263;11-01-2024;23;0.1956;0.19517999999999996;;18.51834566171496;0.0;-18.51834566171496;0.0
264;12-01-2024;0;0.1958;0.19536599999999998;;2.745490567247773;0.0;-2.745490567247773;0.0
265;12-01-2024;1;0.1958;0.19536599999999998;;2.7318362649303243;0.0;-2.7318362649303243;0.0
266;12-01-2024;2;0.1958;0.19536599999999998;;2.777601954818129;0.0;-2.777601954818129;0.0
267;12-01-2024;3;0.1958;0.19536599999999998;;2.807441331601959;0.0;-2.807441331601959;0.0
268;12-01-2024;4;0.1958;0.19536599999999998;;2.7510384580636993;0.0;-2.7510384580636993;0.0
269;12-01-2024;5;0.1958;0.19536599999999998;;2.713246526364795;0.0;-2.713246526364795;0.0
270;12-01-2024;6;0.1958;0.19536599999999998;;16.18159995202177;0.0;-16.18159995202177;0.0
271;12-01-2024;7;0.1958;0.19536599999999998;;18.398541331528904;0.0;-18.398541331528904;0.0
272;12-01-2024;8;0.1958;0.19536599999999998;;17.27233312383434;0.0;-17.27233312383434;0.0
273;12-01-2024;9;0.1958;0.19536599999999998;;14.55027236351428;0.0;-14.55027236351428;0.0
274;12-01-2024;10;0.1958;0.19536599999999998;;13.513597531067225;0.0;-13.513597531067225;0.0
275;12-01-2024;11;0.1958;0.19536599999999998;;13.582938076864496;0.0;-13.582938076864496;0.0
276;12-01-2024;12;0.1958;0.19536599999999998;;12.396369040584512;0.0;-12.396369040584512;0.0
277;12-01-2024;13;0.1958;0.19536599999999998;;12.43997266325977;0.0;-12.43997266325977;0.0
278;12-01-2024;14;0.1958;0.19536599999999998;;13.944193193223242;0.0;-13.944193193223242;0.0
279;12-01-2024;15;0.1958;0.19536599999999998;;15.17834924928906;0.0;-15.17834924928906;0.0
280;12-01-2024;16;0.1958;0.19536599999999998;;16.1000589835263;0.0;-16.1000589835263;0.0
281;12-01-2024;17;0.1958;0.19536599999999998;;16.90724098351016;0.0;-16.90724098351016;0.0
282;12-01-2024;18;0.1958;0.19536599999999998;;19.070458469858487;0.0;-19.070458469858487;0.0
283;12-01-2024;19;0.1958;0.19536599999999998;;20.678021694213733;0.0;-20.678021694213733;0.0
284;12-01-2024;20;0.1958;0.19536599999999998;;18.840815203160332;0.0;-18.840815203160332;0.0
285;12-01-2024;21;0.1958;0.19536599999999998;;18.888898155106073;0.0;-18.888898155106073;0.0
286;12-01-2024;22;0.1958;0.19536599999999998;;19.35295027745409;0.0;-19.35295027745409;0.0
287;12-01-2024;23;0.1958;0.19536599999999998;;19.423808157029814;0.0;-19.423808157029814;0.0
288;13-01-2024;0;0.1959;0.19552619999999996;;2.737803722462896;0.0;-2.737803722462896;0.0
289;13-01-2024;1;0.1959;0.19552619999999996;;2.738531782387046;0.0;-2.738531782387046;0.0
290;13-01-2024;2;0.1959;0.19552619999999996;;2.752934568952304;0.0;-2.752934568952304;0.0
291;13-01-2024;3;0.1959;0.19552619999999996;;2.7134194033405947;0.0;-2.7134194033405947;0.0
292;13-01-2024;4;0.1959;0.19552619999999996;;2.67199913128194;0.0;-2.67199913128194;0.0
293;13-01-2024;5;0.1959;0.19552619999999996;;2.6705124733560632;0.0;-2.6705124733560632;0.0
294;13-01-2024;6;0.1959;0.19552619999999996;;16.339146417390428;0.0;-16.339146417390428;0.0
295;13-01-2024;7;0.1959;0.19552619999999996;;21.72308359849553;0.0;-21.72308359849553;0.0
296;13-01-2024;8;0.1959;0.19552619999999996;;16.454249014243395;0.0;-16.454249014243395;0.0
297;13-01-2024;9;0.1959;0.19552619999999996;;15.666305175110688;0.0;-15.666305175110688;0.0
298;13-01-2024;10;0.1959;0.19552619999999996;;15.130113097830474;0.0;-15.130113097830474;0.0
299;13-01-2024;11;0.1959;0.19552619999999996;;17.50871315575556;0.0;-17.50871315575556;0.0
300;13-01-2024;12;0.1959;0.19552619999999996;;15.186476755731169;0.0;-15.186476755731169;0.0
301;13-01-2024;13;0.1959;0.19552619999999996;;17.74651558754561;0.0;-17.74651558754561;0.0
302;13-01-2024;14;0.1959;0.19552619999999996;;15.495581700596853;0.0;-15.495581700596853;0.0
303;13-01-2024;15;0.1959;0.19552619999999996;;18.467714012815296;0.0;-18.467714012815296;0.0
304;13-01-2024;16;0.1959;0.19552619999999996;;16.254542826132674;0.0;-16.254542826132674;0.0
305;13-01-2024;17;0.1959;0.19552619999999996;;16.61537741434799;0.0;-16.61537741434799;0.0
306;13-01-2024;18;0.1959;0.19552619999999996;;19.38503667159958;0.0;-19.38503667159958;0.0
307;13-01-2024;19;0.1959;0.19552619999999996;;19.28969902445647;0.0;-19.28969902445647;0.0
308;13-01-2024;20;0.1959;0.19552619999999996;;19.107126556518693;0.0;-19.107126556518693;0.0
309;13-01-2024;21;0.1959;0.19552619999999996;;19.234931598881783;0.0;-19.234931598881783;0.0
310;13-01-2024;22;0.1959;0.19552619999999996;;18.65286922256998;0.0;-18.65286922256998;0.0
311;13-01-2024;23;0.1959;0.19552619999999996;;19.249197451184607;0.0;-19.249197451184607;0.0
312;14-01-2024;0;0.1954;0.1954;;2.762670110988479;0.0;-2.762670110988479;0.0
313;14-01-2024;1;0.1954;0.1954;;2.681163861722122;0.0;-2.681163861722122;0.0
314;14-01-2024;2;0.1954;0.1954;;2.668517773836155;0.0;-2.668517773836155;0.0
315;14-01-2024;3;0.1954;0.1954;;2.6544278804036;0.0;-2.6544278804036;0.0
316;14-01-2024;4;0.1954;0.1954;;2.694793266801348;0.0;-2.694793266801348;0.0
317;14-01-2024;5;0.1954;0.1954;;2.7598391528758497;0.0;-2.7598391528758497;0.0
318;14-01-2024;6;0.1954;0.1954;;16.06688628674021;0.0;-16.06688628674021;0.0
319;14-01-2024;7;0.1954;0.1954;;16.236877357212194;0.0;-16.236877357212194;0.0
